AT,V,AP,RH
-1.0103331805636282,-1.0864955420138926,0.7703252313596537,1.5828566065263228
-1.5047053820436629,-1.2661865861788135,1.4229542800718973,0.7587691063060931
-0.2566181848645588,0.8696148598165216,1.1730494928239603,0.9138505514952158
1.2589162688529247,0.4432426892322128,0.31726043721231384,-1.824067160206932
-0.9360422759696341,-0.8208995688403027,-1.0167636788881893,1.5626890643268407
0.632171182823591,1.3156899957697907,-0.6140394174238826,-0.9874618751732301
0.22424657941656775,0.5039278225686119,0.8674105443912412,0.6516725029019446
1.2400058567744534,1.3787394849504646,-1.0473275737314756,-0.6042785733830643
1.5547291435090111,0.9697059238908415,0.784708240697672,-2.566789059139595
0.5106042480334186,0.37546448836298824,0.9303362102450224,-0.7273701240488706
0.2850300468116539,-1.0518183229645215,-2.0145849517127075,-2.202382434569637
-0.0769692701190819,-0.7531213679710781,-0.6320181790964003,0.07376810401332745
0.9198795951603328,0.8798604018083809,0.21118574334447776,-1.5688434365100337
1.4912441886741434,1.4756780745657512,-0.5798797702461174,-1.601528763522988
-0.214745129547944,0.9783752286531842,-0.03871904390345909,0.37419493953665234
-0.5875503962378062,-0.30389375755877496,1.0615811704543752,1.7205522394745132
0.9563496755973845,0.34630409961692665,-2.1422341595875403,-0.5861973286524935
-0.7469381551849212,-0.8461193645125724,2.025242796101128,0.6655811526946913
-0.7712515421429557,-0.902863904775179,-1.0778914685747414,-0.26212578848150037
-1.0994822660764214,-1.0864955420138926,0.6984101846696034,1.646140963083319
-0.19718546118936317,0.5125971273309545,0.687622927666105,0.3790629669641131
-1.004930205684065,-0.9540916147344766,1.0921450652976614,1.5536484419615548
0.8347827408072117,0.40147240265001616,-1.0455296975642259,0.3422050450133348
0.9252825700398959,-0.5032877670926569,0.02061086961584321,-2.310174470463422
0.44171631831898733,0.5181139576342635,-0.581677646413367,0.5633525767180046
-0.36062545129615076,-0.7539094865858363,0.8224636402099571,1.0244243173475507
-0.25391669742477724,-0.18646408395976988,-1.1623916484355603,1.8519889800159677
0.21073914221766,1.2825890139499365,-0.5079647235560669,0.8874241168889978
0.9685063690764018,1.251064269359599,-0.13041072843327692,0.9534902034045438
-1.497951663444209,-0.8398144155945051,0.5330055772824854,0.6808806674667124
0.4498207806383325,0.6363317498480274,0.6085163763070353,-0.543080514294979
0.7699470422524535,1.5584305291153857,-0.7326992444624872,1.0494598869744944
1.6871020280583102,1.3716464174176384,-0.8747314616753382,-1.0688274764607968
-0.2309540541866333,0.615840665864308,-0.220304536795845,1.100921891207657
0.4714326801565854,1.5584305291153857,-0.6176351697584025,1.0432009945677583
0.5470743284704703,1.1572781542033466,-0.37132613484496513,1.1092670810833043
-0.8860647583336742,-0.01150175148339934,0.7577400981889056,0.6238552033164522
-0.5524310595206451,-0.7523332493563198,-0.6715714547759352,0.6495862054330326
-1.234556638065502,-1.021081696988943,1.3150817100368115,1.2824297710029988
0.11213485066563113,1.1178722234654253,-0.11063409059350947,-0.4443291007664798
-0.5213639539631567,-0.8492718389716061,-0.36053887784144634,0.6106419860133422
1.2210954446959825,1.1848623057198922,-0.8082100434870371,-1.2239089216499206
-1.0157361554431916,-0.7625787913481791,0.9932618760988242,0.18364643737602465
-0.7820574919020822,-0.8067134337746511,1.6440930486438181,0.6217689058475402
-0.7834082356219729,-1.1503331498093248,-0.08546382425199286,-0.37756758176129607
